DUP_ID,search_string,unique_name,approximate_match,ott_id,is_synonym,flags,number_matches
OTU_855,Psammodictyon panduriforme,Psammodictyon panduriforme,FALSE,402887,FALSE,NA,1
OTU_1229,Cephalotes depressus,Cephalotes depressus,FALSE,3255847,FALSE,NA,1
OTU_1254,Pseudopterogorgia,Pseudopterogorgia,FALSE,985980,FALSE,NA,1
OTU_2522,Geodia vosmaeri,Geodia vosmaeri,FALSE,981916,FALSE,NA,1
OTU_3107,Corycaeidae,Corycaeidae,FALSE,275645,FALSE,NA,1
OTU_3636,Patelloida pustulata,Patelloida pustulata,FALSE,2916486,FALSE,NA,1
OTU_8673,Cephalotes clypeatus,Cephalotes clypeatus,FALSE,3255798,FALSE,NA,1
OTU_10478,Verongula,Verongula,FALSE,485997,FALSE,NA,1
OTU_13846,Laurencia,Laurencia,FALSE,904404,FALSE,SIBLING_HIGHER,1
OTU_20603,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_20720,Centropages furcatus,Centropages furcatus,FALSE,850823,FALSE,NA,1
OTU_57491,Aurelia,Aurelia (genus in phylum Cnidaria),FALSE,404483,FALSE,SIBLING_HIGHER,2
OTU_1,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_2,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_9,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_10,Diphyes dispar,Diphyes dispar,FALSE,15310,FALSE,NA,1
OTU_12,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_29,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_37,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_42,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_61,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_235,Delibus,Delibus,FALSE,2957799,FALSE,NA,1
OTU_250,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_294,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_524,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_855,Psammodictyon panduriforme,Psammodictyon panduriforme,FALSE,402887,FALSE,NA,1
OTU_885,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_922,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_1002,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1153,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1254,Pseudopterogorgia,Pseudopterogorgia,FALSE,985980,FALSE,NA,1
OTU_1604,Ascidia ahodori,Ascidia ahodori,FALSE,66519,FALSE,NA,1
OTU_2675,Crustacea,Crustacea,FALSE,632176,FALSE,NA,1
OTU_2819,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_4704,Synedra,Synedra,FALSE,437656,FALSE,SIBLING_HIGHER,1
OTU_7190,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_8044,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_8507,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_9835,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_12740,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_14322,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_15001,Delibus,Delibus,FALSE,2957799,FALSE,NA,1
OTU_15239,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_16598,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_19679,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_25303,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_27540,Theridion melanosticum,Theridion melanosticum,FALSE,1025322,FALSE,NA,1
OTU_32378,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_34059,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_38040,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_38051,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_38054,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_66490,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_67224,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_67231,Paracalanus indicus,Paracalanus indicus,FALSE,2955334,FALSE,NA,1
OTU_1,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_2,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_10,Diphyes dispar,Diphyes dispar,FALSE,15310,FALSE,NA,1
OTU_12,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_29,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_37,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_87,Sparisoma,Sparisoma,FALSE,3636846,FALSE,SIBLING_HIGHER,1
OTU_111,Creseis,Creseis,FALSE,671266,FALSE,NA,1
OTU_181,Acartia tonsa,Acartia tonsa,FALSE,265973,FALSE,NA,1
OTU_250,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_294,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_513,Creseis,Creseis,FALSE,671266,FALSE,NA,1
OTU_524,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_855,Psammodictyon panduriforme,Psammodictyon panduriforme,FALSE,402887,FALSE,NA,1
OTU_885,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_922,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_1002,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1051,Ascidia ahodori,Ascidia ahodori,FALSE,66519,FALSE,NA,1
OTU_1153,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1254,Pseudopterogorgia,Pseudopterogorgia,FALSE,985980,FALSE,NA,1
OTU_1369,Bigelowiella natans,Bigelowiella natans,FALSE,5260606,FALSE,NA,1
OTU_1604,Ascidia ahodori,Ascidia ahodori,FALSE,66519,FALSE,NA,1
OTU_1665,Cliona delitrix,Cliona delitrix,FALSE,101285,FALSE,NA,1
OTU_2522,Geodia vosmaeri,Geodia vosmaeri,FALSE,981916,FALSE,NA,1
OTU_2761,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_3130,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_4704,Synedra,Synedra,FALSE,437656,FALSE,SIBLING_HIGHER,1
OTU_6102,Aspergillus versicolor,Aspergillus versicolor,FALSE,534823,FALSE,SIBLING_HIGHER,1
OTU_7271,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_7495,Geodia,Geodia,FALSE,67823,FALSE,NA,1
OTU_14322,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_15239,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_19679,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_28567,Artemisina melana,Artemisina melana,FALSE,373122,FALSE,NA,1
OTU_32397,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_35879,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_36897,Carcharhinus perezii,Carcharhinus perezii,FALSE,147228,FALSE,NA,1
OTU_40097,Haliclona,Haliclona,FALSE,588763,FALSE,NA,1
OTU_44373,Pandaros acanthifolium,Pandaros acanthifolium,FALSE,1080157,FALSE,NA,1
OTU_61764,Niphates erecta,Niphates erecta,FALSE,553611,FALSE,NA,1
OTU_1,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_2,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_12,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_29,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_37,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_42,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_55,Sagitta enflata,Sagitta enflata,FALSE,273695,FALSE,NA,2
OTU_76,Sagitta enflata,Sagitta enflata,FALSE,273695,FALSE,NA,2
OTU_179,Willowsia nigromaculata,Willowsia nigromaculata,FALSE,4173568,FALSE,NA,1
OTU_192,Diphyes bojani,Diphyes bojani,FALSE,544353,FALSE,NA,1
OTU_250,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_294,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_524,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_809,Geodia,Geodia,FALSE,67823,FALSE,NA,1
OTU_855,Psammodictyon panduriforme,Psammodictyon panduriforme,FALSE,402887,FALSE,NA,1
OTU_885,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_922,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_1002,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1153,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1254,Pseudopterogorgia,Pseudopterogorgia,FALSE,985980,FALSE,NA,1
OTU_1604,Ascidia ahodori,Ascidia ahodori,FALSE,66519,FALSE,NA,1
OTU_1665,Cliona delitrix,Cliona delitrix,FALSE,101285,FALSE,NA,1
OTU_2819,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_4704,Synedra,Synedra,FALSE,437656,FALSE,SIBLING_HIGHER,1
OTU_7271,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_8507,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_8743,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_9835,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_10478,Verongula,Verongula,FALSE,485997,FALSE,NA,1
OTU_19679,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_19725,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_27290,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_33396,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_34059,Apionsoma misakianum,Apionsoma misakianum,FALSE,43138,FALSE,NA,1
OTU_51363,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_2,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_9,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_12,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_24,Sagitta enflata,Sagitta enflata,FALSE,273695,FALSE,NA,2
OTU_29,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_39,Euconchoecia chierchiae,Euconchoecia chierchiae,FALSE,78337,FALSE,NA,1
OTU_61,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_110,Undinula vulgaris,Undinula vulgaris,FALSE,2957001,FALSE,NA,1
OTU_186,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_250,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_463,Dermatophagoides farinae,Dermatophagoides farinae,FALSE,587963,FALSE,NA,1
OTU_471,Undinula vulgaris,Undinula vulgaris,FALSE,2957001,FALSE,NA,1
OTU_524,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_604,Undinula vulgaris,Undinula vulgaris,FALSE,2957001,FALSE,NA,1
OTU_741,Bigelowiella natans,Bigelowiella natans,FALSE,5260606,FALSE,NA,1
OTU_885,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_922,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_973,Bigelowiella natans,Bigelowiella natans,FALSE,5260606,FALSE,NA,1
OTU_1002,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1124,Bigelowiella natans,Bigelowiella natans,FALSE,5260606,FALSE,NA,1
OTU_1153,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1254,Pseudopterogorgia,Pseudopterogorgia,FALSE,985980,FALSE,NA,1
OTU_1747,Undinula vulgaris,Undinula vulgaris,FALSE,2957001,FALSE,NA,1
OTU_4464,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_7190,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_13735,Undinula vulgaris,Undinula vulgaris,FALSE,2957001,FALSE,NA,1
OTU_19725,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_20603,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_23057,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_42739,Euconchoecia chierchiae,Euconchoecia chierchiae,FALSE,78337,FALSE,NA,1
OTU_51947,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_1,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_2,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_9,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_12,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_39,Euconchoecia chierchiae,Euconchoecia chierchiae,FALSE,78337,FALSE,NA,1
OTU_68,Acartia tonsa,Acartia tonsa,FALSE,265973,FALSE,NA,1
OTU_179,Willowsia nigromaculata,Willowsia nigromaculata,FALSE,4173568,FALSE,NA,1
OTU_186,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_524,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_885,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_922,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_2439,Cladosporium tenuissimum,Cladosporium tenuissimum,FALSE,263790,FALSE,NA,1
OTU_2819,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_19725,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_2,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_9,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_12,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_24,Sagitta enflata,Sagitta enflata,FALSE,273695,FALSE,NA,2
OTU_39,Euconchoecia chierchiae,Euconchoecia chierchiae,FALSE,78337,FALSE,NA,1
OTU_186,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_336,Euconchoecia chierchiae,Euconchoecia chierchiae,FALSE,78337,FALSE,NA,1
OTU_463,Dermatophagoides farinae,Dermatophagoides farinae,FALSE,587963,FALSE,NA,1
OTU_922,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_1124,Bigelowiella natans,Bigelowiella natans,FALSE,5260606,FALSE,NA,1
OTU_1229,Cephalotes depressus,Cephalotes depressus,FALSE,3255847,FALSE,NA,1
OTU_1496,Euconchoecia chierchiae,Euconchoecia chierchiae,FALSE,78337,FALSE,NA,1
OTU_2819,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_2922,Forskalia edwardsi,Forskalia edwardsi,FALSE,986301,FALSE,NA,1
OTU_4464,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_4563,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_5816,Polydora cornuta,Polydora cornuta,FALSE,273119,FALSE,NA,1
OTU_6673,Drosophila hydei,Drosophila hydei,FALSE,505712,FALSE,NA,1
OTU_29235,Euconchoecia chierchiae,Euconchoecia chierchiae,FALSE,78337,FALSE,NA,1
OTU_33243,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_54082,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_2,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_4,Corycaeidae,Corycaeidae,FALSE,275645,FALSE,NA,1
OTU_9,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_12,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_45,Penilia avirostris,Penilia avirostris,FALSE,884046,FALSE,NA,1
OTU_68,Acartia tonsa,Acartia tonsa,FALSE,265973,FALSE,NA,1
OTU_181,Acartia tonsa,Acartia tonsa,FALSE,265973,FALSE,NA,1
OTU_298,Balanoidea,Balanoidea,FALSE,5264367,FALSE,"BARREN, SIBLING_HIGHER, MERGED",1
OTU_741,Bigelowiella natans,Bigelowiella natans,FALSE,5260606,FALSE,NA,1
OTU_922,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_973,Bigelowiella natans,Bigelowiella natans,FALSE,5260606,FALSE,NA,1
OTU_1096,Delibus,Delibus,FALSE,2957799,FALSE,NA,1
OTU_1124,Bigelowiella natans,Bigelowiella natans,FALSE,5260606,FALSE,NA,1
OTU_1190,Syngnathidae,Syngnathidae,FALSE,1007057,FALSE,NA,1
OTU_1416,Sphaeronectes gracilis,Sphaeronectes gracilis,FALSE,54559,FALSE,NA,1
OTU_1595,Balanus trigonus,Balanus trigonus,FALSE,872711,FALSE,NA,1
OTU_2761,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_4464,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_5676,Clavispora lusitaniae,Clavispora lusitaniae,FALSE,213939,FALSE,NA,1
OTU_8877,Skeletonema menzellii,Skeletonema menzellii,FALSE,322452,FALSE,NA,1
OTU_11658,Strombus gigas,Strombus gigas,FALSE,145674,FALSE,NA,1
OTU_25551,Cyclotella,Cyclotella,FALSE,422797,FALSE,SIBLING_HIGHER,1
OTU_27172,Creseis virgula,Creseis virgula,FALSE,433712,FALSE,NA,1
OTU_33131,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_1,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
OTU_2,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_9,Emiliania huxleyi,Emiliania huxleyi,FALSE,695761,FALSE,NA,1
OTU_12,Homo sapiens,Homo sapiens,FALSE,770315,FALSE,EDITED,1
OTU_42,Paracalanus quasimodo,Paracalanus quasimodo,FALSE,2955329,FALSE,NA,1
OTU_45,Penilia avirostris,Penilia avirostris,FALSE,884046,FALSE,NA,1
OTU_68,Acartia tonsa,Acartia tonsa,FALSE,265973,FALSE,NA,1
OTU_181,Acartia tonsa,Acartia tonsa,FALSE,265973,FALSE,NA,1
OTU_298,Balanoidea,Balanoidea,FALSE,5264367,FALSE,"BARREN, SIBLING_HIGHER, MERGED",1
OTU_365,Balanus trigonus,Balanus trigonus,FALSE,872711,FALSE,NA,1
OTU_463,Dermatophagoides farinae,Dermatophagoides farinae,FALSE,587963,FALSE,NA,1
OTU_471,Undinula vulgaris,Undinula vulgaris,FALSE,2957001,FALSE,NA,1
OTU_524,Clausocalanus furcatus,Clausocalanus furcatus,FALSE,775008,FALSE,NA,1
